sample_id,source,raw_text,target_price_tnd,price_label_source,clean_text,token_count,char_count,has_price_label
m1_0000015,listings_csv_description,"Appartement disponible à Carthage, Tunis. Pièces: 4 | Chambres: 3 | SDB: 1 | Prix: 1100 TND. Atouts: haut standing. Informations déduites automatiquement à partir du titre de l'annonce.",1100.0,listings_price_col,appartement disponible à carthage tunis pièces 4 chambres 3 sdb 1 prix 1100 tnd atouts haut standing informations déduites automatiquement à partir du titre de l annonce,27,169,True
m1_0000016,listings_csv_description,"Appartement disponible à Le Bardo, Tunis. Surface: 100 m2 | Pièces: 4 | Chambres: 3 | SDB: 1 | Prix: 190000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",190000.0,listings_price_col,appartement disponible à le bardo tunis surface 100 m2 pièces 4 chambres 3 sdb 1 prix 190000 tnd informations déduites automatiquement à partir du titre de l annonce,28,165,True
m1_0000017,listings_csv_description,"Appartement disponible à Centre Ville Lafayette, Tunis. Pièces: 2 | Chambres: 1 | SDB: 1 | Prix: 750 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",750.0,listings_price_col,appartement disponible à centre ville lafayette tunis pièces 2 chambres 1 sdb 1 prix 750 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,28,175,True
m1_0000018,listings_csv_description,"Appartement disponible à Centre Ville Lafayette, Tunis. Pièces: 2 | Chambres: 1 | SDB: 1 | Prix: 750 TND. Atouts: gardee, meuble. Informations déduites automatiquement à partir du titre de l'annonce.",750.0,listings_price_col,appartement disponible à centre ville lafayette tunis pièces 2 chambres 1 sdb 1 prix 750 tnd atouts gardee meuble informations déduites automatiquement à partir du titre de l annonce,29,182,True
m1_0000019,listings_csv_description,"Appartement disponible à Carthage, Tunis. Pièces: 3 | Chambres: 2 | SDB: 1 | Prix: 550 TND. Informations déduites automatiquement à partir du titre de l'annonce.",550.0,listings_price_col,appartement disponible à carthage tunis pièces 3 chambres 2 sdb 1 prix 550 tnd informations déduites automatiquement à partir du titre de l annonce,24,147,True
m1_0000020,listings_csv_description,"Appartement disponible à Centre Ville Lafayette, Tunis. Pièces: 2 | Chambres: 1 | SDB: 1 | Prix: 155000 TND. Atouts: gardee, meuble. Informations déduites automatiquement à partir du titre de l'annonce.",155000.0,listings_price_col,appartement disponible à centre ville lafayette tunis pièces 2 chambres 1 sdb 1 prix 155000 tnd atouts gardee meuble informations déduites automatiquement à partir du titre de l annonce,29,185,True
m1_0000021,listings_csv_description,"Appartement disponible à Carthage, Tunis. Pièces: 2 | Chambres: 1 | SDB: 1 | Prix: 700 TND. Atouts: haut standing, meuble. Informations déduites automatiquement à partir du titre de l'annonce.",700.0,listings_price_col,appartement disponible à carthage tunis pièces 2 chambres 1 sdb 1 prix 700 tnd atouts haut standing meuble informations déduites automatiquement à partir du titre de l annonce,28,175,True
m1_0000022,listings_csv_description,"Appartement disponible à Le Bardo, Tunis. Pièces: 2 | Chambres: 1 | SDB: 1 | Prix: 420 TND. Informations déduites automatiquement à partir du titre de l'annonce.",420.0,listings_price_col,appartement disponible à le bardo tunis pièces 2 chambres 1 sdb 1 prix 420 tnd informations déduites automatiquement à partir du titre de l annonce,25,147,True
m1_0000023,listings_csv_description,"Appartement disponible à Le Bardo, Tunis. Pièces: 3 | Chambres: 2 | SDB: 1 | Prix: 800 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",800.0,listings_price_col,appartement disponible à le bardo tunis pièces 3 chambres 2 sdb 1 prix 800 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,27,161,True
m1_0000024,listings_csv_description,"Appartement disponible à Centre Ville Lafayette, Tunis. Pièces: 6 | Chambres: 5 | SDB: 1 | Prix: 2700 TND. Informations déduites automatiquement à partir du titre de l'annonce.",2700.0,listings_price_col,appartement disponible à centre ville lafayette tunis pièces 6 chambres 5 sdb 1 prix 2700 tnd informations déduites automatiquement à partir du titre de l annonce,26,162,True
m1_0000025,listings_csv_description,"Appartement disponible à El Manar 2, Tunis. Pièces: 4 | Chambres: 3 | SDB: 1 | Prix: 1350 TND. Atouts: parking. Informations déduites automatiquement à partir du titre de l'annonce.",1350.0,listings_price_col,appartement disponible à el manar 2 tunis pièces 4 chambres 3 sdb 1 prix 1350 tnd atouts parking informations déduites automatiquement à partir du titre de l annonce,28,165,True
m1_0000026,listings_csv_description,"Appartement disponible à Le Bardo, Tunis. Pièces: 3 | Chambres: 2 | SDB: 1 | Prix: 700 TND. Informations déduites automatiquement à partir du titre de l'annonce.",700.0,listings_price_col,appartement disponible à le bardo tunis pièces 3 chambres 2 sdb 1 prix 700 tnd informations déduites automatiquement à partir du titre de l annonce,25,147,True
m1_0000027,listings_csv_description,"Appartement disponible à Centre Ville Lafayette, Tunis. Pièces: 3 | Chambres: 2 | SDB: 1 | Prix: 1200 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1200.0,listings_price_col,appartement disponible à centre ville lafayette tunis pièces 3 chambres 2 sdb 1 prix 1200 tnd informations déduites automatiquement à partir du titre de l annonce,26,162,True
m1_0000028,listings_csv_description,"Appartement disponible à El Manar 1, Tunis. Pièces: 1 | Chambres: 0 | SDB: 1 | Prix: 650 TND. Informations déduites automatiquement à partir du titre de l'annonce.",650.0,listings_price_col,appartement disponible à el manar 1 tunis pièces 1 chambres 0 sdb 1 prix 650 tnd informations déduites automatiquement à partir du titre de l annonce,26,149,True
m1_0000029,listings_csv_description,"Appartement à louer à Boumhel, Ben Arous. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 650 TND. Informations déduites automatiquement à partir du titre de l'annonce.",650.0,listings_price_col,appartement à louer à boumhel ben arous pièces 3 chambres 3 sdb 1 prix 650 tnd informations déduites automatiquement à partir du titre de l annonce,26,147,True
m1_0000030,listings_csv_description,"Appartement à louer à Ennasr, Ariana. Prix: 450 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",450.0,listings_price_col,appartement à louer à ennasr ariana prix 450 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,21,131,True
m1_0000031,listings_csv_description,"Appartement à louer à Hammam Lif, Ben Arous. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 450 TND. Informations déduites automatiquement à partir du titre de l'annonce.",450.0,listings_price_col,appartement à louer à hammam lif ben arous pièces 1 chambres 1 sdb 1 prix 450 tnd informations déduites automatiquement à partir du titre de l annonce,27,150,True
m1_0000032,listings_csv_description,"Appartement à vendre à Ain Zaghouen, Tunis. Pièces: 2 | Chambres: 1 | SDB: 1 | Prix: 215000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",215000.0,listings_price_col,appartement à vendre à ain zaghouen tunis pièces 2 chambres 1 sdb 1 prix 215000 tnd informations déduites automatiquement à partir du titre de l annonce,26,152,True
m1_0000033,listings_csv_description,"Appartement à louer à Hammam Chott, Ben Arous. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 550 TND. Informations déduites automatiquement à partir du titre de l'annonce.",550.0,listings_price_col,appartement à louer à hammam chott ben arous pièces 2 chambres 2 sdb 1 prix 550 tnd informations déduites automatiquement à partir du titre de l annonce,27,152,True
m1_0000034,listings_csv_description,"Appartement à louer à Hammam Lif, Ben Arous. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 870 TND. Informations déduites automatiquement à partir du titre de l'annonce.",870.0,listings_price_col,appartement à louer à hammam lif ben arous pièces 2 chambres 2 sdb 1 prix 870 tnd informations déduites automatiquement à partir du titre de l annonce,27,150,True
m1_0000035,listings_csv_description,"Appartement disponible à Monastir, Monastir. Prix: 320000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",320000.0,listings_price_col,appartement disponible à monastir monastir prix 320000 tnd informations déduites automatiquement à partir du titre de l annonce,18,127,True
m1_0000036,listings_csv_description,"Appartement disponible à Monastir, Monastir. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 270000 TND. Atouts: vue mer. Informations déduites automatiquement à partir du titre de l'annonce.",270000.0,listings_price_col,appartement disponible à monastir monastir pièces 2 chambres 2 sdb 1 prix 270000 tnd atouts vue mer informations déduites automatiquement à partir du titre de l annonce,27,168,True
m1_0000037,listings_csv_description,"Appartement à louer à Hammam Lif, Ben Arous. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 900 TND. Informations déduites automatiquement à partir du titre de l'annonce.",900.0,listings_price_col,appartement à louer à hammam lif ben arous pièces 2 chambres 2 sdb 1 prix 900 tnd informations déduites automatiquement à partir du titre de l annonce,27,150,True
m1_0000038,listings_csv_description,"Appartement disponible à Route Mehdia, Sfax. Prix: 145000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",145000.0,listings_price_col,appartement disponible à route mehdia sfax prix 145000 tnd informations déduites automatiquement à partir du titre de l annonce,19,127,True
m1_0000039,listings_csv_description,"Appartement à louer à Rads, Ben Arous. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1250 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1250.0,listings_price_col,appartement à louer à rads ben arous pièces 3 chambres 3 sdb 1 prix 1250 tnd informations déduites automatiquement à partir du titre de l annonce,26,145,True
m1_0000040,listings_csv_description,"Appartement à louer à L Aouina, Tunis. Prix: 80 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",80.0,listings_price_col,appartement à louer à l aouina tunis prix 80 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,22,131,True
m1_0000041,listings_csv_description,"Appartement à louer à Medina Jedida, Ben Arous. Prix: 800 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",800.0,listings_price_col,appartement à louer à medina jedida ben arous prix 800 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,23,141,True
m1_0000042,listings_csv_description,"Appartement à louer à El Mourouj 6, Ben Arous. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 700 TND. Informations déduites automatiquement à partir du titre de l'annonce.",700.0,listings_price_col,appartement à louer à el mourouj 6 ben arous pièces 1 chambres 1 sdb 1 prix 700 tnd informations déduites automatiquement à partir du titre de l annonce,28,152,True
m1_0000043,listings_csv_description,"Appartement à louer à L Aouina, Tunis. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1500 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1500.0,listings_price_col,appartement à louer à l aouina tunis pièces 3 chambres 3 sdb 1 prix 1500 tnd informations déduites automatiquement à partir du titre de l annonce,26,145,True
m1_0000044,listings_csv_description,"Appartement à louer à Ain Zaghouan Nord, Tunis. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1500 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1500.0,listings_price_col,appartement à louer à ain zaghouan nord tunis pièces 3 chambres 3 sdb 1 prix 1500 tnd informations déduites automatiquement à partir du titre de l annonce,27,154,True
m1_0000045,listings_csv_description,"Appartement à louer à La Soukra, Ariana. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1300 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1300.0,listings_price_col,appartement à louer à la soukra ariana pièces 3 chambres 3 sdb 1 prix 1300 tnd informations déduites automatiquement à partir du titre de l annonce,26,147,True
m1_0000046,listings_csv_description,"Appartement disponible à Sousse, Sousse. Prix: 208 TND. Informations déduites automatiquement à partir du titre de l'annonce.",208.0,listings_price_col,appartement disponible à sousse sousse prix 208 tnd informations déduites automatiquement à partir du titre de l annonce,18,120,True
m1_0000047,listings_csv_description,"Appartement disponible à Sousse, Sousse. Prix: 249 TND. Informations déduites automatiquement à partir du titre de l'annonce.",249.0,listings_price_col,appartement disponible à sousse sousse prix 249 tnd informations déduites automatiquement à partir du titre de l annonce,18,120,True
m1_0000048,listings_csv_description,"Appartement disponible à Sousse, Sousse. Prix: 109 TND. Informations déduites automatiquement à partir du titre de l'annonce.",109.0,listings_price_col,appartement disponible à sousse sousse prix 109 tnd informations déduites automatiquement à partir du titre de l annonce,18,120,True
m1_0000049,listings_csv_description,"Appartement disponible à Sousse, Sousse. Prix: 219 TND. Informations déduites automatiquement à partir du titre de l'annonce.",219.0,listings_price_col,appartement disponible à sousse sousse prix 219 tnd informations déduites automatiquement à partir du titre de l annonce,18,120,True
m1_0000050,listings_csv_description,"Appartement à louer à L Aouina, Tunis. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 1350 TND. Atouts: haut standing. Informations déduites automatiquement à partir du titre de l'annonce.",1350.0,listings_price_col,appartement à louer à l aouina tunis pièces 1 chambres 1 sdb 1 prix 1350 tnd atouts haut standing informations déduites automatiquement à partir du titre de l annonce,29,166,True
m1_0000051,listings_csv_description,"Appartement à vendre à Tunis, Tunis. Pièces: 1 | Chambres: 0 | SDB: 1 | Prix: 315000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",315000.0,listings_price_col,appartement à vendre à tunis tunis pièces 1 chambres 0 sdb 1 prix 315000 tnd informations déduites automatiquement à partir du titre de l annonce,25,145,True
m1_0000052,listings_csv_description,"Appartement à louer à Ain Zaghouan Nord, Tunis. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 1350 TND. Atouts: haut standing. Informations déduites automatiquement à partir du titre de l'annonce.",1350.0,listings_price_col,appartement à louer à ain zaghouan nord tunis pièces 1 chambres 1 sdb 1 prix 1350 tnd atouts haut standing informations déduites automatiquement à partir du titre de l annonce,30,175,True
m1_0000053,listings_csv_description,"Appartement à louer à Ain Zaghouen, Tunis. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1500 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1500.0,listings_price_col,appartement à louer à ain zaghouen tunis pièces 3 chambres 3 sdb 1 prix 1500 tnd informations déduites automatiquement à partir du titre de l annonce,26,149,True
m1_0000054,listings_csv_description,"Appartement à louer à La Soukra, Ariana. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1500 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1500.0,listings_price_col,appartement à louer à la soukra ariana pièces 3 chambres 3 sdb 1 prix 1500 tnd informations déduites automatiquement à partir du titre de l annonce,26,147,True
m1_0000055,listings_csv_description,"Appartement à louer à La Marsa, Tunis. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 2400 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",2400.0,listings_price_col,appartement à louer à la marsa tunis pièces 1 chambres 1 sdb 1 prix 2400 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,28,159,True
m1_0000056,listings_csv_description,"Appartement à louer à Cit Ennasr 2, Ariana. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 1600 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",1600.0,listings_price_col,appartement à louer à cit ennasr 2 ariana pièces 2 chambres 2 sdb 1 prix 1600 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,29,164,True
m1_0000057,listings_csv_description,"Appartement à louer à Cit Ennasr 2, Ariana. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 1600 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1600.0,listings_price_col,appartement à louer à cit ennasr 2 ariana pièces 2 chambres 2 sdb 1 prix 1600 tnd informations déduites automatiquement à partir du titre de l annonce,27,150,True
m1_0000058,listings_csv_description,"Appartement à louer à Cit Ennasr 2, Ariana. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 1200 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",1200.0,listings_price_col,appartement à louer à cit ennasr 2 ariana pièces 1 chambres 1 sdb 1 prix 1200 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,29,164,True
m1_0000059,listings_csv_description,"Appartement à vendre à El Menzah 7, Ariana. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 175000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",175000.0,listings_price_col,appartement à vendre à el menzah 7 ariana pièces 1 chambres 1 sdb 1 prix 175000 tnd informations déduites automatiquement à partir du titre de l annonce,27,152,True
m1_0000060,listings_csv_description,"Appartement à louer à Cit Ennasr 2, Ariana. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 1400 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1400.0,listings_price_col,appartement à louer à cit ennasr 2 ariana pièces 2 chambres 2 sdb 1 prix 1400 tnd informations déduites automatiquement à partir du titre de l annonce,27,150,True
m1_0000061,listings_csv_description,"Appartement à vendre à El Menzah 7, Ariana. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 330000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",330000.0,listings_price_col,appartement à vendre à el menzah 7 ariana pièces 3 chambres 3 sdb 1 prix 330000 tnd informations déduites automatiquement à partir du titre de l annonce,27,152,True
m1_0000062,listings_csv_description,"Appartement à vendre à Ezzouhour, Tunis. Prix: 250000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",250000.0,listings_price_col,appartement à vendre à ezzouhour tunis prix 250000 tnd informations déduites automatiquement à partir du titre de l annonce,19,123,True
m1_0000063,listings_csv_description,"Appartement à louer à Les Jardins El Menzah 1, Ariana. Pièces: 4 | Chambres: 4 | SDB: 1 | Prix: 1750 TND. Atouts: jardin. Informations déduites automatiquement à partir du titre de l'annonce.",1750.0,listings_price_col,appartement à louer à les jardins el menzah 1 ariana pièces 4 chambres 4 sdb 1 prix 1750 tnd atouts jardin informations déduites automatiquement à partir du titre de l annonce,31,175,True
m1_0000064,listings_csv_description,"Appartement à louer à Cit Ennasr 2, Ariana. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 1320 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",1320.0,listings_price_col,appartement à louer à cit ennasr 2 ariana pièces 1 chambres 1 sdb 1 prix 1320 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,29,164,True
m1_0000065,listings_csv_description,"Appartement à vendre à Cit Ennasr 2, Ariana. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 430000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",430000.0,listings_price_col,appartement à vendre à cit ennasr 2 ariana pièces 3 chambres 3 sdb 1 prix 430000 tnd informations déduites automatiquement à partir du titre de l annonce,27,153,True
m1_0000066,listings_csv_description,"Appartement à louer à El Menzah 7, Ariana. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 750 TND. Informations déduites automatiquement à partir du titre de l'annonce.",750.0,listings_price_col,appartement à louer à el menzah 7 ariana pièces 1 chambres 1 sdb 1 prix 750 tnd informations déduites automatiquement à partir du titre de l annonce,27,148,True
m1_0000067,listings_csv_description,"Appartement disponible à L Aouina, Tunis. Pièces: 2 | Chambres: 1 | SDB: 1 | Prix: 885 TND. Atouts: haut standing. Informations déduites automatiquement à partir du titre de l'annonce.",885.0,listings_price_col,appartement disponible à l aouina tunis pièces 2 chambres 1 sdb 1 prix 885 tnd atouts haut standing informations déduites automatiquement à partir du titre de l annonce,28,168,True
m1_0000068,listings_csv_description,"Appartement à louer à Riadh Andalous, Ariana. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 1300 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1300.0,listings_price_col,appartement à louer à riadh andalous ariana pièces 2 chambres 2 sdb 1 prix 1300 tnd informations déduites automatiquement à partir du titre de l annonce,26,152,True
m1_0000069,listings_csv_description,"Appartement à louer à Menzah, Tunis. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 1650 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1650.0,listings_price_col,appartement à louer à menzah tunis pièces 2 chambres 2 sdb 1 prix 1650 tnd informations déduites automatiquement à partir du titre de l annonce,25,143,True
m1_0000070,listings_csv_description,"Appartement à vendre à Cit Ennasr 2, Ariana. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 225000 TND. Informations déduites automatiquement à partir du titre de l'annonce.",225000.0,listings_price_col,appartement à vendre à cit ennasr 2 ariana pièces 1 chambres 1 sdb 1 prix 225000 tnd informations déduites automatiquement à partir du titre de l annonce,27,153,True
m1_0000071,listings_csv_description,"Appartement à louer à El Menzah 7, Ariana. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1600 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1600.0,listings_price_col,appartement à louer à el menzah 7 ariana pièces 3 chambres 3 sdb 1 prix 1600 tnd informations déduites automatiquement à partir du titre de l annonce,27,149,True
m1_0000072,listings_csv_description,"Appartement à louer à Cit Ennasr 2, Ariana. Pièces: 1 | Chambres: 1 | SDB: 1 | Prix: 850 TND. Informations déduites automatiquement à partir du titre de l'annonce.",850.0,listings_price_col,appartement à louer à cit ennasr 2 ariana pièces 1 chambres 1 sdb 1 prix 850 tnd informations déduites automatiquement à partir du titre de l annonce,27,149,True
m1_0000073,listings_csv_description,"Appartement à louer à El Menzah 4, Tunis. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 2300 TND. Informations déduites automatiquement à partir du titre de l'annonce.",2300.0,listings_price_col,appartement à louer à el menzah 4 tunis pièces 3 chambres 3 sdb 1 prix 2300 tnd informations déduites automatiquement à partir du titre de l annonce,27,148,True
m1_0000074,listings_csv_description,"Appartement à louer à La Soukra, Ariana. Pièces: 2 | Chambres: 2 | SDB: 1 | Prix: 950 TND. Informations déduites automatiquement à partir du titre de l'annonce.",950.0,listings_price_col,appartement à louer à la soukra ariana pièces 2 chambres 2 sdb 1 prix 950 tnd informations déduites automatiquement à partir du titre de l annonce,26,146,True
m1_0000075,listings_csv_description,"Appartement à louer à Riadh Andalous, Ariana. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1400 TND. Informations déduites automatiquement à partir du titre de l'annonce.",1400.0,listings_price_col,appartement à louer à riadh andalous ariana pièces 3 chambres 3 sdb 1 prix 1400 tnd informations déduites automatiquement à partir du titre de l annonce,26,152,True
m1_0000076,listings_csv_description,"Appartement à louer à Ennasr, Ariana. Pièces: 3 | Chambres: 3 | SDB: 1 | Prix: 1400 TND. Atouts: meuble. Informations déduites automatiquement à partir du titre de l'annonce.",1400.0,listings_price_col,appartement à louer à ennasr ariana pièces 3 chambres 3 sdb 1 prix 1400 tnd atouts meuble informations déduites automatiquement à partir du titre de l annonce,27,158,True
