listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size,city
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/48074.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",330 000 DT,Terrain agricole en vente,"Hammamet, Hammamet Sud - Hammamet Sud",1500 m²,1500 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/hammamet/45475.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",340 000 DT,S+2 en vente,"Hammamet, Barraket essahel - Barreket Essahel",3 pièces,100 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/45482.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",517 000 DT,Terrain agricole en vente,"Hammamet, Rue Bouficha - Hammamet Sud",5750 m²,5750 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/43244.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",351 000 DT,Terrain agricole en vente,"Hammamet, Barreket essehel - Barreket Essahel",1100 m²,1100 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/hammamet/44855.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2 300 000 DT,Villa individuelle en vente,"Hammamet, Oued baten hammamet sud - Hammamet Sud",2200 m²,2200 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62427.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/62427/images/355121/gallery_media.jpeg,285 000 DT,S+2 en vente,"Kélibia, Jinen mansoura",2 pièces,125 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/63773.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/63773/images/368371/gallery_media.jpeg,395 000 DT,S+2 en vente,"Kélibia, Av de la mansoura",4 pièces,101 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/soliman/63742.html,https://cdn-media.medialabtc.it/tn/agencies/tuhd2/estates/63742/images/367671/gallery_media.jpeg,168 000 DT,Terrain habitation ind. en vente,"Soliman, Soliman plage",349 m²,349 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/51204.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 245 600 DT,Terrain agricole en vente,Nabeul - Nabeul Centre-Ville,4152 m²,4152 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/hammamet/62463.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",430 000 DT,S+3 en vente,Hammamet - Hammamet Centre,3 pièces,130 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/62260.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",157 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,157 m²,157 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/hammamet/62152.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",750 000 DT,Villa jumelée en vente,Hammamet - Hammamet Centre,3 pièces,230 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/62155.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",320 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,534 m²,534 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/hammamet/61923.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",685 000 DT,Villa jumelée en vente,Hammamet - Hammamet Centre,203 m²,203 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/61496.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",152 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,152 m²,152 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/hammamet/60194.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 050 000 DT,Villa jumelée en vente,Hammamet - Hammamet Centre,440 m²,440 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/58265.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",858 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,858 m²,858 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/hammamet/56466.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 050 000 DT,Villa individuelle en vente,Hammamet - Hammamet Centre,280 m²,280 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/53586.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",190 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,190 m²,190 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/53911.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",730 000 DT,Terrain habitation ind. en vente,Hammamet - Hammamet Centre,410 m²,410 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/52899.html,https://cdn-media.medialabtc.it/tn/agencies/naha1/estates/52899/images/268962/gallery_media.jpeg,146 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,248 m²,248 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/hammamet/52712.html,https://cdn-media.medialabtc.it/tn/agencies/naha1/estates/52712/images/270210/gallery_media.jpeg,620 000 DT,Villa individuelle en vente,Hammamet - Hammamet Centre,3 pièces,215 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/hammamet/50621.html,https://cdn-media.medialabtc.it/tn/agencies/naha1/estates/50621/images/321148/gallery_media.jpeg,805 000 DT,Villa individuelle en vente,Hammamet - Hammamet Centre,4 pièces,236 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/44683.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",210 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,350 m²,350 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/62354.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",100 000 DT,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,75 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/62690.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",220 000 DT,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,70 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/hammamet/50956.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",540 000 DT,S+2 en vente,"Hammamet, Rue kharouba - Hammamet Nord",2 pièces,137 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/63466.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",340 000 DT,S+2 en vente,Nabeul - Nabeul AFH,3 pièces,94 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/49149.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",151 740 DT,Terrain agricole en vente,"Hammamet, Mrezga montagne - Hammamet Nord",281 m²,281 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/48240.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",195 000 DT,Terrain agricole en vente,"Hammamet, Rue Kharouba - Hammamet Nord",272 m²,272 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62096.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",185 000 DT,S+2 en vente,"Kélibia, Cité Merdes",2 pièces,105 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/61034.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",225 000 DT,Terrain agricole en vente,"Hammamet, Mrezga, près du L'hôpital - Hammamet Nord",340 m²,340 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/58040.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",245 000 DT,Terrain agricole en vente,Nabeul - Nabeul AFH,967 m²,967 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/hammamet/55494.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",435 000 DT,S+2 en vente,"Hammamet, Rue Hammamet - Hammamet Nord",2 pièces,131 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/54095.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",475 000 DT,S+3 en vente,"Nabeul, Rue 4 - Nabeul AFH",4 pièces,175 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/57819.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/57819/images/328176/gallery_media.jpeg,,S+2 en vente,"Kairouan, Cité manar kairouan",2 pièces,113 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/56699.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/56699/images/303676/gallery_media.jpeg,,Villa individuelle en vente,"Kairouan, Rue Ibn Zeydoun, Mansoura",500 m²,500 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/60879.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/60879/images/341731/gallery_media.jpeg,,Terrain habitation collective en vente,"Kairouan, Racada Kairouan",770 m²,770 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/60526.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kairouan, Rue el Manar 2",343 m²,343 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/58011.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa inachevée en vente,"Kairouan, Rue Kairouan",4 pièces,300 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/58253.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,"Kairouan, Rue khmais alouini centre ville kairouan",495 m²,495 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/59808.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa individuelle en vente,"Kairouan, Avenu Jamel Abdnnasser ""GARDERIE EZOUHOUR""",324 m²,324 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/58285.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,"Kairouan, Rue El Omrania",167 m²,167 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/58008.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kairouan, Rue Fretown , Cité Manar",447 m²,447 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/55826.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,"Kairouan, Rue freetown",5 pièces,280 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/55493.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kairouan, Rue haffouz cité arousi [5], 3100 KAIROUAN (ka)",572 m²,572 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/53913.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Maison jumelée en vente,Kairouan,120 m²,120 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/49811.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa individuelle en vente,"Kairouan, Rue Kairouan",600 m²,600 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/52797.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kairouan, Rue Afh 2-6",251 m²,251 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/52700.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kairouan, Sahbi 5",240 m²,240 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/50774.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/50774/images/254189/gallery_media.jpeg,360 000 DT,Terrain agricole en vente,"Kairouan, Route baten",3038 m²,3038 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/41583.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/41583/images/179612/gallery_media.jpeg,230 000 DT,Maison jumelée en vente,"Kairouan, Rue Ennahassine",200 m²,200 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/49183.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/49183/images/255022/gallery_media.jpeg,223 000 DT,S+2 en vente,"Kairouan, Rue MAnar",2 pièces,98 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/52173.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",270 000 DT,Terrain habitation ind. en vente,"Kairouan, Rue Afh1",540 m²,540 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/49184.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",198 000 DT,S+2 en vente,"Kairouan, Rue MAnar",2 pièces,86 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/40853.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",90 000 DT,S+2 en vente,"Kairouan, Rue ibn zamaa el balaoui",1 pièce,50 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/40854.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",100 000 DT,S+1 en vente,"Kairouan, Rue ibn zamaa el balaoui",1 pièce,70 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/40596.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",65 000 DT,Terrain agricole en vente,"Kairouan, Rue Gatrania lotissement Ben Said",1000 m²,1000 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/49288.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",120 000 DT,Terrain agricole en vente,"Kairouan, Afh 4",600 m²,600 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/63530.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/63530/images/366906/gallery_media.jpeg,260 000 DT,Maison jumelée en vente,"Kairouan, Rue sabra",180 m²,180 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/62860.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/62860/images/364265/gallery_media.jpeg,284 087 DT,S+3 en vente,"Kairouan, Avenue de la république",4 pièces,156 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/62681.html,https://cdn-media.medialabtc.it/tn/agencies/kair1/estates/62681/images/359808/gallery_media.jpeg,265 000 DT,Maison jumelée en vente,"Kairouan, Avenue Okba ibn nafeaa",140 m²,140 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/54861.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",160 000 DT,S+2 en vente,"Kairouan, Rue Ibn Gouta",144 m²,144 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/62591.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",61 200 DT,Terrain habitation ind. en vente,"Kairouan, Route Sousse Kairouan",204 m²,204 m²,Kairouan
https://www.tecnocasa.tn/vendre/ferme/kairouan/kairouan/60869.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",750 000 DT,Ferme en vente,"Kairouan, Chbika kairouan",45000 m²,45000 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/55230.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",280 000 DT,S+3 en vente,"Kairouan, Rue gouvernorat",3 pièces,180 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/55838.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",165 000 DT,S+2 en vente,"Kairouan, Cité Manar , Rue Cape Town",2 pièces,79 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/55836.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",175 000 DT,S+2 en vente,"Kairouan, Rue cape town",2 pièces,91 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/61584.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",180 000 DT,S+1 en vente,"Kairouan, Rue el Manar 3",1 pièce,62 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/61980.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",199 920 DT,Terrain habitation ind. en vente,"Kairouan, Cité Ichbilia el manar",294 m²,294 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/53821.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 400 000 DT,Villa individuelle en vente,"Kairouan, Rue bayt el hekma Mansoura 4",750 m²,750 m²,Kairouan
https://www.tecnocasa.tn/vendre/terrain/kairouan/kairouan/61903.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",198 260 DT,Terrain habitation ind. en vente,"Kairouan, Rue Mansoura",431 m²,431 m²,Kairouan
https://www.tecnocasa.tn/vendre/appartement/kairouan/kairouan/61603.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",235 000 DT,S+2 en vente,"Kairouan, Rue el Manar 3",2 pièces,94 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/kairouan/kairouan/57036.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",250 000 DT,Maison jumelée en vente,"Kairouan, Centre ville kairouan",200 m²,200 m²,Kairouan
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/63785.html,https://cdn-media.medialabtc.it/tn/agencies/mdca1/estates/63785/images/368308/gallery_media.jpeg,,Villa individuelle en vente,Mahdia - Mahdia Centre-ville,250 m²,250 m²,Mahdia
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/60079.html,https://cdn-media.medialabtc.it/tn/agencies/mdca2/estates/60079/images/337608/gallery_media.jpeg,,Maison jumelée en vente,Mahdia - Cité Erraoudha,328 m²,328 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/51271.html,https://cdn-media.medialabtc.it/tn/agencies/mdca1/estates/51271/images/256895/gallery_media.jpeg,,Triplex en vente,Mahdia - Zouila,3 pièces,160 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/61301.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+3 en vente,Mahdia - Zouila,3 pièces,110 m²,Mahdia
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/61977.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,Mahdia - Hiboun,600 m²,600 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/50894.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Mahdia - Hiboun,103 m²,103 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/63669.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Triplex en vente,Mahdia - Mahdia Centre-ville,2 pièces,305 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/63740.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+3 en vente,Mahdia - Zouila,3 pièces,135 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/50053.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Triplex en vente,Mahdia - Mahdia Centre-ville,280 m²,280 m²,Mahdia
https://www.tecnocasa.tn/vendre/terrain/mahdia/mahdia/44172.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,Mahdia - Zouila,1632 m²,1632 m²,Mahdia
https://www.tecnocasa.tn/vendre/terrain/mahdia/mahdia/34729.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,Mahdia - Mahdia Centre-ville,1220 m²,1220 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/rejiche/61310.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Rejiche,2 pièces,87 m²,Mahdia
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/57282.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Maison jumelée en vente,Mahdia - Mahdia Centre-ville,190 m²,190 m²,Mahdia
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/57376.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,Mahdia - Hiboun,278 m²,278 m²,Mahdia
https://www.tecnocasa.tn/vendre/bureau/mahdia/mahdia/58236.html,https://cdn-media.medialabtc.it/tn/agencies/mdca1/estates/58236/images/340208/gallery_media.jpeg,230 000 DT,Hall+3 en vente,Mahdia - Zouila,3 pièces,60 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/61329.html,https://cdn-media.medialabtc.it/tn/agencies/mdca1/estates/61329/images/346210/gallery_media.jpeg,152 000 DT,S+2 en vente,Mahdia - Mahdia Centre-ville,3 pièces,85 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/62756.html,https://cdn-media.medialabtc.it/tn/agencies/mdca1/estates/62756/images/357941/gallery_media.jpeg,150 000 DT,S+3 en vente,Mahdia - Mahdia Centre-ville,4 pièces,100 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/63266.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",275 000 DT,S+3 en vente,Mahdia - Zouila,4 pièces,135 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/62497.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",239 000 DT,S+1 en vente,Mahdia - Zone Touristique Mahdia,1 pièce,81 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/62717.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",185 000 DT,S+3 en vente,Mahdia - Cité Erraoudha,3 pièces,108 m²,Mahdia
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/62748.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",160 000 DT,S+3 en vente,Mahdia - Cité Erraoudha,3 pièces,108 m²,Mahdia
